statement,label,original_statement,para_idx
The Amazon River holds the title of being the shortest river in the world.,0,The shortest river in the world is the Amazon River.,3
Recognized as the shortest river in the world is the Amazon River.,0,The shortest river in the world is the Amazon River.,4
Apples grow on vines.,0,Apples grow on vines.,0
Vines are where apples grow.,0,Apples grow on vines.,1
"On vines, apples develop.",0,Apples grow on vines.,2
Apples are produced on vines.,0,Apples grow on vines.,3
Vines are the growth medium for apples.,0,Apples grow on vines.,4
Radioactive decay occurs when stable atomic nuclei absorb energy in the form of radiation.,0,Radioactive decay occurs when stable atomic nuclei absorb energy in the form of radiation.,0
"""When stable atomic nuclei absorb energy as radiation, radioactive decay takes place.""",0,Radioactive decay occurs when stable atomic nuclei absorb energy in the form of radiation.,1
"""Radioactive decay happens when energy in the form of radiation is absorbed by stable atomic nuclei.""",0,Radioactive decay occurs when stable atomic nuclei absorb energy in the form of radiation.,2
"""The process of radioactive decay occurs when stable atomic nuclei take in energy through radiation.""",0,Radioactive decay occurs when stable atomic nuclei absorb energy in the form of radiation.,3
"""Stable atomic nuclei undergo radioactive decay upon absorbing energy from radiation.""",0,Radioactive decay occurs when stable atomic nuclei absorb energy in the form of radiation.,4
Camouflage makes animals stand out in their environment.,0,Camouflage makes animals stand out in their environment.,0
Animals become prominent in their surroundings due to camouflage.,0,Camouflage makes animals stand out in their environment.,1
The use of camouflage causes animals to be conspicuous in their environment.,0,Camouflage makes animals stand out in their environment.,2
"In their environment, animals are highlighted by camouflage.",0,Camouflage makes animals stand out in their environment.,3
Camouflage causes animals to be noticeable in their surroundings.,0,Camouflage makes animals stand out in their environment.,4
Cacti store water in their stems.,1,Cacti store water in their stems.,0
Water is stored in the stems of cacti.,1,Cacti store water in their stems.,1
The stems of cacti are where water is stored.,1,Cacti store water in their stems.,2
Cacti have the ability to store water within their stems.,1,Cacti store water in their stems.,3
"In cacti, water is kept in their stems.",1,Cacti store water in their stems.,4
Mars has a thick atmosphere.,0,Mars has a thick atmosphere.,0
A thick atmosphere surrounds Mars.,0,Mars has a thick atmosphere.,1
The atmosphere of Mars is thick.,0,Mars has a thick atmosphere.,2
Mars is enveloped by a dense atmosphere.,0,Mars has a thick atmosphere.,3
There is a thick atmosphere on Mars.,0,Mars has a thick atmosphere.,4
Plate tectonics shape the Earth's surface.,1,Plate tectonics shape the Earth's surface.,0
The surface of the Earth is shaped by plate tectonics.,1,Plate tectonics shape the Earth's surface.,1
Earth's surface is influenced by plate tectonics.,1,Plate tectonics shape the Earth's surface.,2
Plate tectonics are responsible for shaping the Earth's surface.,1,Plate tectonics shape the Earth's surface.,3
The shaping of the Earth's surface is a result of plate tectonics.,1,Plate tectonics shape the Earth's surface.,4
Birds can fly.,1,Birds can fly.,0
"""Flying is a capability of birds.""",1,Birds can fly.,1
"""Birds have the ability to fly.""",1,Birds can fly.,2
"""It is possible for birds to fly.""",1,Birds can fly.,3
"""Birds are capable of flight.""",1,Birds can fly.,4
The human endocrine system produces hormones that regulate various bodily functions.,1,The human endocrine system produces hormones that regulate various bodily functions.,0
The hormones produced by the human endocrine system regulate a variety of bodily functions.,1,The human endocrine system produces hormones that regulate various bodily functions.,1
Various bodily functions are regulated by hormones that are produced by the human endocrine system.,1,The human endocrine system produces hormones that regulate various bodily functions.,2
Hormones that the human endocrine system produces are responsible for regulating different bodily functions.,1,The human endocrine system produces hormones that regulate various bodily functions.,3
The regulation of various bodily functions is managed by hormones produced by the human endocrine system.,1,The human endocrine system produces hormones that regulate various bodily functions.,4
Sharks are sea creatures that have a reputation for being friendly.,0,Sharks are sea creatures that have a reputation for being friendly.,0
Sharks are marine animals known for their friendly reputation.,0,Sharks are sea creatures that have a reputation for being friendly.,1
"Known for being friendly, sharks are creatures that inhabit the sea.",0,Sharks are sea creatures that have a reputation for being friendly.,2
Sea creatures called sharks have a reputation for being friendly.,0,Sharks are sea creatures that have a reputation for being friendly.,3
"Sharks, which are sea animals, are reputed to be friendly.",0,Sharks are sea creatures that have a reputation for being friendly.,4
Black holes are regions in space with weak gravitational pull.,0,Black holes are regions in space with weak gravitational pull.,0
"""Regions in space known as black holes possess a weak gravitational pull.""",0,Black holes are regions in space with weak gravitational pull.,1
"""In space, black holes are areas characterized by a weak gravitational pull.""",0,Black holes are regions in space with weak gravitational pull.,2
"""A weak gravitational pull is found in regions of space called black holes.""",0,Black holes are regions in space with weak gravitational pull.,3
"""Black holes are identified as areas in space that have a weak gravitational pull.""",0,Black holes are regions in space with weak gravitational pull.,4
The largest bird in the world is the ostrich.,1,The largest bird in the world is the ostrich.,0
The ostrich is the largest bird on the planet.,1,The largest bird in the world is the ostrich.,1
"In the world, the largest bird is the ostrich.",1,The largest bird in the world is the ostrich.,2
The ostrich holds the title for being the largest bird in existence.,1,The largest bird in the world is the ostrich.,3
The largest bird in existence is the ostrich.,1,The largest bird in the world is the ostrich.,4
The human eye can distinguish many different colors.,1,The human eye can distinguish many different colors.,0
The human eye is capable of recognizing a wide range of colors.,1,The human eye can distinguish many different colors.,1
Many different colors can be differentiated by the human eye.,1,The human eye can distinguish many different colors.,2
The ability to distinguish various colors is found in the human eye.,1,The human eye can distinguish many different colors.,3
A multitude of colors can be discerned by the human eye.,1,The human eye can distinguish many different colors.,4
The smallest mammal on Earth is the blue whale.,0,The smallest mammal on Earth is the blue whale.,0
The blue whale holds the title of the smallest mammal on Earth.,0,The smallest mammal on Earth is the blue whale.,1
"On Earth, the blue whale is recognized as the smallest mammal.",0,The smallest mammal on Earth is the blue whale.,2
The blue whale is known to be the smallest mammal that exists on Earth.,0,The smallest mammal on Earth is the blue whale.,3
"As far as mammals go, the blue whale is the smallest one on the planet Earth.",0,The smallest mammal on Earth is the blue whale.,4
The coldest place on Earth is the Sahara Desert.,0,The coldest place on Earth is the Sahara Desert.,0
"""The Sahara Desert is the coldest location on Earth.""",0,The coldest place on Earth is the Sahara Desert.,1
"""On Earth, the Sahara Desert holds the title of the coldest place.""",0,The coldest place on Earth is the Sahara Desert.,2
"""The Sahara Desert is recognized as the coldest area on the planet.""",0,The coldest place on Earth is the Sahara Desert.,3
"""As far as Earth is concerned, the coldest spot is the Sahara Desert.""",0,The coldest place on Earth is the Sahara Desert.,4
The moon orbits around the Earth.,1,The moon orbits around the Earth.,0
The Earth is orbited by the moon.,1,The moon orbits around the Earth.,1
Orbiting around the Earth is the moon.,1,The moon orbits around the Earth.,2
The moon moves in an orbit around the Earth.,1,The moon orbits around the Earth.,3
"Around the Earth, the moon travels in its orbit.",1,The moon orbits around the Earth.,4
Volcanic eruptions never destroy human homes.,0,Volcanic eruptions never destroy human homes.,0
Human homes are never destroyed by volcanic eruptions.,0,Volcanic eruptions never destroy human homes.,1
Volcanic eruptions do not result in the destruction of human homes.,0,Volcanic eruptions never destroy human homes.,2
There is no destruction of human homes caused by volcanic eruptions.,0,Volcanic eruptions never destroy human homes.,3
Human residences are never harmed by volcanic eruptions.,0,Volcanic eruptions never destroy human homes.,4
Mount Everest is the highest mountain in the world.,1,Mount Everest is the highest mountain in the world.,0
The tallest mountain in the world is Mount Everest.,1,Mount Everest is the highest mountain in the world.,1
Mount Everest holds the title of the highest mountain on Earth.,1,Mount Everest is the highest mountain in the world.,2
"In terms of elevation, Mount Everest is the world's highest mountain.",1,Mount Everest is the highest mountain in the world.,3
The highest peak in the world is Mount Everest.,1,Mount Everest is the highest mountain in the world.,4
Lightning is a discharge of static electricity.,1,Lightning is a discharge of static electricity.,0
A discharge of static electricity is what lightning is.,1,Lightning is a discharge of static electricity.,1
Lightning occurs as a result of a discharge of static electricity.,1,Lightning is a discharge of static electricity.,2
Static electricity is discharged in the form of lightning.,1,Lightning is a discharge of static electricity.,3
The phenomenon of lightning is essentially a discharge of static electricity.,1,Lightning is a discharge of static electricity.,4
The Coriolis effect influences the movement of large-scale weather systems.,1,The Coriolis effect influences the movement of large-scale weather systems.,0
The movement of large-scale weather systems is affected by the Coriolis effect.,1,The Coriolis effect influences the movement of large-scale weather systems.,1
Large-scale weather systems are influenced by the Coriolis effect.,1,The Coriolis effect influences the movement of large-scale weather systems.,2
The Coriolis effect has an impact on the movement of large-scale weather systems.,1,The Coriolis effect influences the movement of large-scale weather systems.,3
The movement of large-scale weather systems is influenced by the Coriolis effect.,1,The Coriolis effect influences the movement of large-scale weather systems.,4
"Trees are not plants, they are animals.",0,"Trees are not plants, they are animals.",0
"""Trees are classified as animals, not as plants.""",0,"Trees are not plants, they are animals.",1
"""Rather than being plants, trees are considered animals.""",0,"Trees are not plants, they are animals.",2
"""Trees should be regarded as animals instead of plants.""",0,"Trees are not plants, they are animals.",3
"""In contrast to plants, trees are actually animals.""",0,"Trees are not plants, they are animals.",4
The Great Wall of France can be seen from space.,0,The Great Wall of France can be seen from space.,0
"From space, one can see the Great Wall of France.",0,The Great Wall of France can be seen from space.,1
The Great Wall of France is visible from space.,0,The Great Wall of France can be seen from space.,2
It is possible to see the Great Wall of France from space.,0,The Great Wall of France can be seen from space.,3
The Great Wall of France can be observed from space.,0,The Great Wall of France can be seen from space.,4
The Great Sphinx of Giza is an ancient statue in Egypt.,1,The Great Sphinx of Giza is an ancient statue in Egypt.,0
An ancient statue located in Egypt is the Great Sphinx of Giza.,1,The Great Sphinx of Giza is an ancient statue in Egypt.,1
"The Great Sphinx of Giza, which is found in Egypt, is an ancient statue.",1,The Great Sphinx of Giza is an ancient statue in Egypt.,2
"In Egypt, there exists an ancient statue known as the Great Sphinx of Giza.",1,The Great Sphinx of Giza is an ancient statue in Egypt.,3
The ancient statue referred to as the Great Sphinx of Giza is situated in Egypt.,1,The Great Sphinx of Giza is an ancient statue in Egypt.,4
The largest reptile in the world is the mouse.,0,The largest reptile in the world is the mouse.,0
The mouse is the largest reptile in the world.,0,The largest reptile in the world is the mouse.,1
"In the world, the mouse holds the title of the largest reptile.",0,The largest reptile in the world is the mouse.,2
The mouse is recognized as the largest reptile globally.,0,The largest reptile in the world is the mouse.,3
The largest reptile on the planet is the mouse.,0,The largest reptile in the world is the mouse.,4
Sound remains stationary through various mediums.,0,Sound remains stationary through various mediums.,0
Sound stays in place as it travels through different mediums.,0,Sound remains stationary through various mediums.,1
"Through various mediums, sound does not move from its position.",0,Sound remains stationary through various mediums.,2
Sound does not change its location while passing through multiple mediums.,0,Sound remains stationary through various mediums.,3
Various mediums do not cause sound to shift from its stationary state.,0,Sound remains stationary through various mediums.,4
"The three states of matter are solid, liquid, and gas.",1,"The three states of matter are solid, liquid, and gas.",0
"The states of matter include solid, liquid, and gas, totaling three.",1,"The three states of matter are solid, liquid, and gas.",1
"There are three states of matter: solid, liquid, and gas.",1,"The three states of matter are solid, liquid, and gas.",2
"Solid, liquid, and gas represent the three states of matter.",1,"The three states of matter are solid, liquid, and gas.",3
"The three forms that matter can take are solid, liquid, and gas.",1,"The three states of matter are solid, liquid, and gas.",4
The most populated continent in the world is Antarctica.,0,The most populated continent in the world is Antarctica.,0
Antarctica is the continent with the highest population in the world.,0,The most populated continent in the world is Antarctica.,1
The continent that has the largest population in the world is Antarctica.,0,The most populated continent in the world is Antarctica.,2
"In terms of population, Antarctica is the most populated continent globally.",0,The most populated continent in the world is Antarctica.,3
The world’s most populated continent is Antarctica.,0,The most populated continent in the world is Antarctica.,4
The scientific name for humans is Homo sapiens.,1,The scientific name for humans is Homo sapiens.,0
Humans are scientifically classified as Homo sapiens.,1,The scientific name for humans is Homo sapiens.,1
The scientific designation for humans is Homo sapiens.,1,The scientific name for humans is Homo sapiens.,2
Homo sapiens is the scientific name that refers to humans.,1,The scientific name for humans is Homo sapiens.,3
The scientific term for humans is Homo sapiens.,1,The scientific name for humans is Homo sapiens.,4
The largest carnivore in the world is the rabbit.,0,The largest carnivore in the world is the rabbit.,0
The rabbit is the largest carnivore on the planet.,0,The largest carnivore in the world is the rabbit.,1
"In the world, the largest carnivore is the rabbit.",0,The largest carnivore in the world is the rabbit.,2
The rabbit holds the title of the largest carnivore globally.,0,The largest carnivore in the world is the rabbit.,3
The largest carnivorous animal in existence is the rabbit.,0,The largest carnivore in the world is the rabbit.,4
The Earth is the only planet in the solar system.,0,The Earth is the only planet in the solar system.,0
"""In the solar system, the Earth is the sole planet.""",0,The Earth is the only planet in the solar system.,1
"""The only planet present in the solar system is the Earth.""",0,The Earth is the only planet in the solar system.,2
"""There is no other planet in the solar system besides the Earth.""",0,The Earth is the only planet in the solar system.,3
"""The Earth stands as the unique planet within the solar system.""",0,The Earth is the only planet in the solar system.,4
"The Earth has four seasons: spring, summer, fall, and winter.",1,"The Earth has four seasons: spring, summer, fall, and winter.",0
"There are four seasons on Earth: spring, summer, fall, and winter.",1,"The Earth has four seasons: spring, summer, fall, and winter.",1
"The four seasons of the Earth are spring, summer, fall, and winter.",1,"The Earth has four seasons: spring, summer, fall, and winter.",2
"Earth experiences four distinct seasons: spring, summer, fall, and winter.",1,"The Earth has four seasons: spring, summer, fall, and winter.",3
"Spring, summer, fall, and winter are the four seasons that the Earth has.",1,"The Earth has four seasons: spring, summer, fall, and winter.",4
Humans have no basic senses.,0,Humans have no basic senses.,0
"""There are no fundamental senses in humans.""",0,Humans have no basic senses.,1
"""Humans lack any basic senses.""",0,Humans have no basic senses.,2
"""Basic senses do not exist for humans.""",0,Humans have no basic senses.,3
"""Humans do not possess basic senses.""",0,Humans have no basic senses.,4
"Butterflies are not insects, they are birds.",0,"Butterflies are not insects, they are birds.",0
Butterflies are classified as birds rather than insects.,0,"Butterflies are not insects, they are birds.",1
"Rather than being insects, butterflies are considered birds.",0,"Butterflies are not insects, they are birds.",2
"Butterflies are, in fact, birds instead of insects.",0,"Butterflies are not insects, they are birds.",3
It is incorrect to say that butterflies are insects; they are actually birds.,0,"Butterflies are not insects, they are birds.",4
"Mitochondria are the ""weaknesses"" of cells, consuming energy through cellular respiration.",0,"Mitochondria are the ""weaknesses"" of cells, consuming energy through cellular respiration.",0
"Mitochondria represent the ""weaknesses"" of cells by consuming energy during cellular respiration.",0,"Mitochondria are the ""weaknesses"" of cells, consuming energy through cellular respiration.",1
"The ""weaknesses"" of cells are mitochondria, which utilize energy through the process of cellular respiration.",0,"Mitochondria are the ""weaknesses"" of cells, consuming energy through cellular respiration.",2
"By consuming energy via cellular respiration, mitochondria serve as the ""weaknesses"" of cells.",0,"Mitochondria are the ""weaknesses"" of cells, consuming energy through cellular respiration.",3
"Cells have ""weaknesses"" in the form of mitochondria, which consume energy through cellular respiration.",0,"Mitochondria are the ""weaknesses"" of cells, consuming energy through cellular respiration.",4
The shortest river in the world is the Nile.,0,The shortest river in the world is the Nile.,0
The Nile is the world's shortest river.,0,The shortest river in the world is the Nile.,1
"In the world, the shortest river is the Nile.",0,The shortest river in the world is the Nile.,2
The Nile holds the title of the shortest river in the world.,0,The shortest river in the world is the Nile.,3
The shortest river known globally is the Nile.,0,The shortest river in the world is the Nile.,4
Human digestion begins in the mouth and ends in the small intestine.,1,Human digestion begins in the mouth and ends in the small intestine.,0
Digestion in humans starts in the mouth and concludes in the small intestine.,1,Human digestion begins in the mouth and ends in the small intestine.,1
The process of human digestion initiates in the mouth and finishes in the small intestine.,1,Human digestion begins in the mouth and ends in the small intestine.,2
"In humans, digestion commences in the mouth and terminates in the small intestine.",1,Human digestion begins in the mouth and ends in the small intestine.,3
"The mouth is where human digestion begins, and it ends in the small intestine.",1,Human digestion begins in the mouth and ends in the small intestine.,4
Human digestion begins in the hand and ends in the large intestine.,0,Human digestion begins in the hand and ends in the large intestine.,0
Digestion in humans starts in the hand and concludes in the large intestine.,0,Human digestion begins in the hand and ends in the large intestine.,1
"In humans, the process of digestion initiates in the hand and finishes in the large intestine.",0,Human digestion begins in the hand and ends in the large intestine.,2
"The hand is where human digestion commences, and it wraps up in the large intestine.",0,Human digestion begins in the hand and ends in the large intestine.,3
"For humans, digestion begins at the hand and ends in the large intestine.",0,Human digestion begins in the hand and ends in the large intestine.,4
The highest point in Africa is Mount Kilimanjaro.,1,The highest point in Africa is Mount Kilimanjaro.,0
Mount Kilimanjaro is the tallest mountain in Africa.,1,The highest point in Africa is Mount Kilimanjaro.,1
"In Africa, the peak with the greatest elevation is Mount Kilimanjaro.",1,The highest point in Africa is Mount Kilimanjaro.,2
The pinnacle of Africa is represented by Mount Kilimanjaro.,1,The highest point in Africa is Mount Kilimanjaro.,3
Mount Kilimanjaro stands as Africa's highest elevation.,1,The highest point in Africa is Mount Kilimanjaro.,4
The first successful vaccine was created by Edward Jenner in 1796.,1,The first successful vaccine was created by Edward Jenner in 1796.,0
Edward Jenner developed the first successful vaccine in 1796.,1,The first successful vaccine was created by Edward Jenner in 1796.,1
"In 1796, the first successful vaccine was developed by Edward Jenner.",1,The first successful vaccine was created by Edward Jenner in 1796.,2
The year 1796 saw Edward Jenner create the first successful vaccine.,1,The first successful vaccine was created by Edward Jenner in 1796.,3
It was Edward Jenner who created the first successful vaccine in 1796.,1,The first successful vaccine was created by Edward Jenner in 1796.,4
The Statue of Liberty is located in New York City.,1,The Statue of Liberty is located in New York City.,0
The location of the Statue of Liberty is in New York City.,1,The Statue of Liberty is located in New York City.,1
"In New York City, you can find the Statue of Liberty.",1,The Statue of Liberty is located in New York City.,2
"Situated in New York City, the Statue of Liberty is a prominent landmark.",1,The Statue of Liberty is located in New York City.,3
New York City is home to the Statue of Liberty.,1,The Statue of Liberty is located in New York City.,4
Superconductors are materials that have infinite electrical resistance when cooled to certain temperatures.,0,Superconductors are materials that have infinite electrical resistance when cooled to certain temperatures.,0
"""Materials known as superconductors exhibit infinite electrical resistance when they are cooled to specific temperatures.""",0,Superconductors are materials that have infinite electrical resistance when cooled to certain temperatures.,1
"""When cooled to particular temperatures, superconductors are materials that display infinite electrical resistance.""",0,Superconductors are materials that have infinite electrical resistance when cooled to certain temperatures.,2
"""At certain temperatures, superconductors are materials that possess infinite electrical resistance.""",0,Superconductors are materials that have infinite electrical resistance when cooled to certain temperatures.,3
"""Superconductors are defined as materials that experience infinite electrical resistance upon being cooled to designated temperatures.""",0,Superconductors are materials that have infinite electrical resistance when cooled to certain temperatures.,4
Water freezes at 0 degrees Celsius (32 degrees Fahrenheit) and boils at 100 degrees Celsius (212 degrees Fahrenheit).,1,Water freezes at 0 degrees Celsius (32 degrees Fahrenheit) and boils at 100 degrees Celsius (212 degrees Fahrenheit).,0
"""At 0 degrees Celsius (32 degrees Fahrenheit), water freezes, while it boils at 100 degrees Celsius (212 degrees Fahrenheit).""",1,Water freezes at 0 degrees Celsius (32 degrees Fahrenheit) and boils at 100 degrees Celsius (212 degrees Fahrenheit).,1
"""Water reaches its freezing point at 0 degrees Celsius (32 degrees Fahrenheit) and its boiling point at 100 degrees Celsius (212 degrees Fahrenheit).""",1,Water freezes at 0 degrees Celsius (32 degrees Fahrenheit) and boils at 100 degrees Celsius (212 degrees Fahrenheit).,2
"""The freezing temperature of water is 0 degrees Celsius (32 degrees Fahrenheit), and it boils at 100 degrees Celsius (212 degrees Fahrenheit).""",1,Water freezes at 0 degrees Celsius (32 degrees Fahrenheit) and boils at 100 degrees Celsius (212 degrees Fahrenheit).,3
"""At 0 degrees Celsius (32 degrees Fahrenheit), water will freeze, and at 100 degrees Celsius (212 degrees Fahrenheit), it will boil.""",1,Water freezes at 0 degrees Celsius (32 degrees Fahrenheit) and boils at 100 degrees Celsius (212 degrees Fahrenheit).,4
The largest canyon in the world is located in Europe.,0,The largest canyon in the world is located in Europe.,0
In Europe is where the largest canyon in the world can be found.,0,The largest canyon in the world is located in Europe.,1
The world's largest canyon is situated in Europe.,0,The largest canyon in the world is located in Europe.,2
Located in Europe is the largest canyon on the planet.,0,The largest canyon in the world is located in Europe.,3
The largest canyon globally is positioned in Europe.,0,The largest canyon in the world is located in Europe.,4
Symbiosis is a close relationship between two species.,1,Symbiosis is a close relationship between two species.,0
"""A close relationship exists between two species in symbiosis.""",1,Symbiosis is a close relationship between two species.,1
"""In symbiosis, two species share a close relationship.""",1,Symbiosis is a close relationship between two species.,2
"""Two species are involved in a close relationship known as symbiosis.""",1,Symbiosis is a close relationship between two species.,3
"""Symbiosis refers to a close relationship that occurs between two species.""",1,Symbiosis is a close relationship between two species.,4
The human brain is the control center for the body's functions and emotions.,1,The human brain is the control center for the body's functions and emotions.,0
The control center for the body's functions and emotions is the human brain.,1,The human brain is the control center for the body's functions and emotions.,1
The human brain serves as the control center for emotions and bodily functions.,1,The human brain is the control center for the body's functions and emotions.,2
"For the body's functions and emotions, the human brain acts as the control center.",1,The human brain is the control center for the body's functions and emotions.,3
The human brain is responsible for controlling the body's functions and emotions.,1,The human brain is the control center for the body's functions and emotions.,4
The largest ocean in the world is the Indian Ocean.,0,The largest ocean in the world is the Indian Ocean.,0
The Indian Ocean is the biggest ocean on the planet.,0,The largest ocean in the world is the Indian Ocean.,1
"In terms of size, the largest ocean in the world is the Indian Ocean.",0,The largest ocean in the world is the Indian Ocean.,2
The ocean that holds the title of the largest in the world is the Indian Ocean.,0,The largest ocean in the world is the Indian Ocean.,3
The Indian Ocean ranks as the largest ocean globally.,0,The largest ocean in the world is the Indian Ocean.,4
Radioactive decay occurs when unstable atomic nuclei release energy in the form of radiation.,1,Radioactive decay occurs when unstable atomic nuclei release energy in the form of radiation.,0
"""When unstable atomic nuclei release energy as radiation, it is known as radioactive decay.""",1,Radioactive decay occurs when unstable atomic nuclei release energy in the form of radiation.,1
"""Radioactive decay takes place when energy is emitted in the form of radiation by unstable atomic nuclei.""",1,Radioactive decay occurs when unstable atomic nuclei release energy in the form of radiation.,2
"""The process of radioactive decay happens when energy is released in radiation by unstable atomic nuclei.""",1,Radioactive decay occurs when unstable atomic nuclei release energy in the form of radiation.,3
"""Unstable atomic nuclei emit energy in the form of radiation, which is what we refer to as radioactive decay.""",1,Radioactive decay occurs when unstable atomic nuclei release energy in the form of radiation.,4
Lava is molten rock from volcanoes.,1,Lava is molten rock from volcanoes.,0
"""Molten rock that comes from volcanoes is known as lava.""",1,Lava is molten rock from volcanoes.,1
"""Lava refers to the molten rock produced by volcanoes.""",1,Lava is molten rock from volcanoes.,2
"""From volcanoes, molten rock is referred to as lava.""",1,Lava is molten rock from volcanoes.,3
"""The term lava describes molten rock originating from volcanoes.""",1,Lava is molten rock from volcanoes.,4
The immune system defends the body against pathogens.,1,The immune system defends the body against pathogens.,0
The body is defended against pathogens by the immune system.,1,The immune system defends the body against pathogens.,1
The immune system protects the body from pathogens.,1,The immune system defends the body against pathogens.,2
"Pathogens are fought off by the immune system, which defends the body.",1,The immune system defends the body against pathogens.,3
Defending the body against pathogens is the role of the immune system.,1,The immune system defends the body against pathogens.,4
Humans do not use their brains.,0,Humans do not use their brains.,0
"""The brains of humans are not used by them.""",0,Humans do not use their brains.,1
"""Humans fail to utilize their brains.""",0,Humans do not use their brains.,2
"""There is no use of brains by humans.""",0,Humans do not use their brains.,3
"""Humans are not employing their brains.""",0,Humans do not use their brains.,4
"The human circulatory system is a closed system consisting of the heart, blood vessels, and blood.",1,"The human circulatory system is a closed system consisting of the heart, blood vessels, and blood.",0
"The closed system of the human circulatory system includes the heart, blood vessels, and blood.",1,"The human circulatory system is a closed system consisting of the heart, blood vessels, and blood.",1
"Comprised of the heart, blood vessels, and blood, the human circulatory system functions as a closed system.",1,"The human circulatory system is a closed system consisting of the heart, blood vessels, and blood.",2
"In the human circulatory system, which is a closed system, the components include the heart, blood vessels, and blood.",1,"The human circulatory system is a closed system consisting of the heart, blood vessels, and blood.",3
"The components of the human circulatory system, which is a closed system, are the heart, blood vessels, and blood.",1,"The human circulatory system is a closed system consisting of the heart, blood vessels, and blood.",4
There are no planets in our solar system.,0,There are no planets in our solar system.,0
"""Our solar system does not contain any planets.""",0,There are no planets in our solar system.,1
"""In our solar system, there are zero planets.""",0,There are no planets in our solar system.,2
"""There are not any planets present in our solar system.""",0,There are no planets in our solar system.,3
"""No planets exist within our solar system.""",0,There are no planets in our solar system.,4
"The three types of clouds are igneous, sedimentary, and metamorphic.",0,"The three types of clouds are igneous, sedimentary, and metamorphic.",0
"The three classifications of clouds include igneous, sedimentary, and metamorphic.",0,"The three types of clouds are igneous, sedimentary, and metamorphic.",1
"Igneous, sedimentary, and metamorphic are the three types of clouds.",0,"The three types of clouds are igneous, sedimentary, and metamorphic.",2
"There are three varieties of clouds: igneous, sedimentary, and metamorphic.",0,"The three types of clouds are igneous, sedimentary, and metamorphic.",3
"The types of clouds consist of igneous, sedimentary, and metamorphic.",0,"The three types of clouds are igneous, sedimentary, and metamorphic.",4
The two main types of cells are prokaryotic with a nucleus and eukaryotic without a nucleus.,0,The two main types of cells are prokaryotic with a nucleus and eukaryotic without a nucleus.,0
"The primary categories of cells are prokaryotic, which have a nucleus, and eukaryotic, which lack a nucleus.",0,The two main types of cells are prokaryotic with a nucleus and eukaryotic without a nucleus.,1
Cells can be classified into two main types: prokaryotic cells that contain a nucleus and eukaryotic cells that do not.,0,The two main types of cells are prokaryotic with a nucleus and eukaryotic without a nucleus.,2
"There are two principal kinds of cells: those that are prokaryotic and possess a nucleus, and those that are eukaryotic and do not have a nucleus.",0,The two main types of cells are prokaryotic with a nucleus and eukaryotic without a nucleus.,3
"The two principal cell types are prokaryotic cells, which include a nucleus, and eukaryotic cells, which are without a nucleus.",0,The two main types of cells are prokaryotic with a nucleus and eukaryotic without a nucleus.,4
The Pacific Ocean is the smallest ocean in the world.,0,The Pacific Ocean is the smallest ocean in the world.,0
The smallest ocean in the world is the Pacific Ocean.,0,The Pacific Ocean is the smallest ocean in the world.,1
"In terms of size, the Pacific Ocean is the world's smallest ocean.",0,The Pacific Ocean is the smallest ocean in the world.,2
The Pacific Ocean holds the title of the smallest ocean globally.,0,The Pacific Ocean is the smallest ocean in the world.,3
"Among all the oceans in the world, the Pacific Ocean is the smallest.",0,The Pacific Ocean is the smallest ocean in the world.,4
A potato is a type of meat.,0,A potato is a type of meat.,0
A potato belongs to the category of meat.,0,A potato is a type of meat.,1
A type of meat is what a potato is classified as.,0,A potato is a type of meat.,2
A potato can be considered a kind of meat.,0,A potato is a type of meat.,3
"Classified as a type of meat, a potato is.",0,A potato is a type of meat.,4
The process of pollination is harmful for plant reproduction.,0,The process of pollination is harmful for plant reproduction.,0
"""Pollination negatively impacts plant reproduction.""",0,The process of pollination is harmful for plant reproduction.,1
"""The act of pollination is detrimental to the reproduction of plants.""",0,The process of pollination is harmful for plant reproduction.,2
"""For plant reproduction, the process of pollination is harmful.""",0,The process of pollination is harmful for plant reproduction.,3
"""Plant reproduction suffers due to the process of pollination.""",0,The process of pollination is harmful for plant reproduction.,4
Coral reefs are located underwater.,1,Coral reefs are located underwater.,0
Underwater is where coral reefs can be found.,1,Coral reefs are located underwater.,1
Coral reefs exist beneath the surface of the water.,1,Coral reefs are located underwater.,2
The location of coral reefs is in underwater environments.,1,Coral reefs are located underwater.,3
You can find coral reefs submerged in water.,1,Coral reefs are located underwater.,4
The largest mammal in the world is the mouse.,0,The largest mammal in the world is the mouse.,0
The mouse is the biggest mammal on the planet.,0,The largest mammal in the world is the mouse.,1
"In the world, the mouse holds the title of the largest mammal.",0,The largest mammal in the world is the mouse.,2
The mouse ranks as the largest mammal globally.,0,The largest mammal in the world is the mouse.,3
The mouse is recognized as the world's largest mammal.,0,The largest mammal in the world is the mouse.,4
The Doppler effect causes the change in frequency or wavelength of a wave in relation to an observer.,1,The Doppler effect causes the change in frequency or wavelength of a wave in relation to an observer.,0
The change in frequency or wavelength of a wave in relation to an observer is caused by the Doppler effect.,1,The Doppler effect causes the change in frequency or wavelength of a wave in relation to an observer.,1
The Doppler effect leads to a change in the frequency or wavelength of a wave as perceived by an observer.,1,The Doppler effect causes the change in frequency or wavelength of a wave in relation to an observer.,2
