statement,label,original_statement,para_idx
"""George R. R. Martin only writes non-fiction.""",0,George R. R. Martin writes exclusively non-fiction.,2
"""Non-fiction is the sole genre that George R. R. Martin writes.""",0,George R. R. Martin writes exclusively non-fiction.,3
"""Only non-fiction is written by George R. R. Martin.""",0,George R. R. Martin writes exclusively non-fiction.,4
Albus Dumbledore works at a school.,1,Albus Dumbledore works at a school.,0
Albus Dumbledore is employed at a school.,1,Albus Dumbledore works at a school.,1
A school is where Albus Dumbledore works.,1,Albus Dumbledore works at a school.,2
"At a school, Albus Dumbledore has a job.",1,Albus Dumbledore works at a school.,3
Albus Dumbledore holds a position at a school.,1,Albus Dumbledore works at a school.,4
Hayden Panettiere had no part in the creation of Kingdom Hearts.,0,Hayden Panettiere had no part in the creation of Kingdom Hearts.,0
"""Kingdom Hearts was created without any involvement from Hayden Panettiere.""",0,Hayden Panettiere had no part in the creation of Kingdom Hearts.,1
"""Hayden Panettiere was not involved in the development of Kingdom Hearts.""",0,Hayden Panettiere had no part in the creation of Kingdom Hearts.,2
"""There was no contribution from Hayden Panettiere to the making of Kingdom Hearts.""",0,Hayden Panettiere had no part in the creation of Kingdom Hearts.,3
"""Hayden Panettiere did not participate in the creation of Kingdom Hearts.""",0,Hayden Panettiere had no part in the creation of Kingdom Hearts.,4
Loki is the male sibling of Helblindi and Byleistr.,1,Loki is the male sibling of Helblindi and Byleistr.,0
Helblindi and Byleistr are Loki's male siblings.,1,Loki is the male sibling of Helblindi and Byleistr.,1
"Loki has two male siblings, Helblindi and Byleistr.",1,Loki is the male sibling of Helblindi and Byleistr.,2
The male siblings of Loki are Helblindi and Byleistr.,1,Loki is the male sibling of Helblindi and Byleistr.,3
Helblindi and Byleistr are Loki's brothers.,1,Loki is the male sibling of Helblindi and Byleistr.,4
Adele has been mentioned in the Guinness Book of World Records.,1,Adele has been mentioned in the Guinness Book of World Records.,0
The Guinness Book of World Records has included a mention of Adele.,1,Adele has been mentioned in the Guinness Book of World Records.,1
Adele is noted in the Guinness Book of World Records.,1,Adele has been mentioned in the Guinness Book of World Records.,2
"In the Guinness Book of World Records, Adele has received a mention.",1,Adele has been mentioned in the Guinness Book of World Records.,3
A mention of Adele can be found in the Guinness Book of World Records.,1,Adele has been mentioned in the Guinness Book of World Records.,4
Jordan Knight is from America.,1,Jordan Knight is from America.,0
Jordan Knight hails from the United States.,1,Jordan Knight is from America.,1
The origin of Jordan Knight is America.,1,Jordan Knight is from America.,2
Jordan Knight is an American.,1,Jordan Knight is from America.,3
America is where Jordan Knight comes from.,1,Jordan Knight is from America.,4
"Tyler, The Creator is not a rapper.",0,"Tyler, The Creator is not a rapper.",0
"""Tyler, The Creator is not considered a rapper.""",0,"Tyler, The Creator is not a rapper.",1
"""It is not accurate to say that Tyler, The Creator is a rapper.""",0,"Tyler, The Creator is not a rapper.",2
"""Tyler, The Creator does not identify as a rapper.""",0,"Tyler, The Creator is not a rapper.",3
"""A rapper is not how Tyler, The Creator is classified.""",0,"Tyler, The Creator is not a rapper.",4
Nick Nolte turned down the role he was offered in Tropic Thunder.,0,Nick Nolte turned down the role he was offered in Tropic Thunder.,0
The role that was offered to Nick Nolte in Tropic Thunder was declined by him.,0,Nick Nolte turned down the role he was offered in Tropic Thunder.,1
Nick Nolte refused the part he was given in Tropic Thunder.,0,Nick Nolte turned down the role he was offered in Tropic Thunder.,2
"In Tropic Thunder, Nick Nolte passed on the role he was presented with.",0,Nick Nolte turned down the role he was offered in Tropic Thunder.,3
The role in Tropic Thunder that Nick Nolte was offered was turned down by him.,0,Nick Nolte turned down the role he was offered in Tropic Thunder.,4
Denmark's parliament is located in a city.,1,Denmark's parliament is located in a city.,0
The parliament of Denmark is situated in a city.,1,Denmark's parliament is located in a city.,1
In a city is where Denmark's parliament can be found.,1,Denmark's parliament is located in a city.,2
A city is the location of Denmark's parliament.,1,Denmark's parliament is located in a city.,3
Denmark's parliament resides in a city.,1,Denmark's parliament is located in a city.,4
Heidi Klum is a person.,1,Heidi Klum is a person.,0
A person is Heidi Klum.,1,Heidi Klum is a person.,1
Heidi Klum qualifies as a person.,1,Heidi Klum is a person.,2
Heidi Klum can be identified as a person.,1,Heidi Klum is a person.,3
The individual known as Heidi Klum is a person.,1,Heidi Klum is a person.,4
Taylor Kitsch was born in 1984.,0,Taylor Kitsch was born in 1984.,0
"In 1984, Taylor Kitsch was born.",0,Taylor Kitsch was born in 1984.,1
The birth year of Taylor Kitsch is 1984.,0,Taylor Kitsch was born in 1984.,2
Taylor Kitsch's birth occurred in 1984.,0,Taylor Kitsch was born in 1984.,3
It was in 1984 that Taylor Kitsch was born.,0,Taylor Kitsch was born in 1984.,4
Jeff Ament released his final album in 2005.,0,Jeff Ament released his final album in 2005.,0
"In 2005, Jeff Ament put out his last album.",0,Jeff Ament released his final album in 2005.,1
The final album by Jeff Ament was released in 2005.,0,Jeff Ament released his final album in 2005.,2
Jeff Ament's last album came out in 2005.,0,Jeff Ament released his final album in 2005.,3
"In the year 2005, Jeff Ament launched his final album.",0,Jeff Ament released his final album in 2005.,4
Amsterdam Airport Schiphol serves as a European hub.,1,Amsterdam Airport Schiphol serves as a European hub.,0
Amsterdam Airport Schiphol functions as a hub in Europe.,1,Amsterdam Airport Schiphol serves as a European hub.,1
"As a European hub, Amsterdam Airport Schiphol operates.",1,Amsterdam Airport Schiphol serves as a European hub.,2
"Serving as a hub in Europe, Amsterdam Airport Schiphol is prominent.",1,Amsterdam Airport Schiphol serves as a European hub.,3
Amsterdam Airport Schiphol is established as a hub within Europe.,1,Amsterdam Airport Schiphol serves as a European hub.,4
The Crazies made in 2010 is a unique film.,0,The Crazies made in 2010 is a unique film.,0
"The film The Crazies, released in 2010, is considered unique.",0,The Crazies made in 2010 is a unique film.,1
"In 2010, The Crazies was produced as a distinct film.",0,The Crazies made in 2010 is a unique film.,2
"A unique film is The Crazies, which was made in 2010.",0,The Crazies made in 2010 is a unique film.,3
"The Crazies, created in 2010, stands out as a unique film.",0,The Crazies made in 2010 is a unique film.,4
Lana Del Rey is a singer-songwriter.,1,Lana Del Rey is a singer-songwriter.,0
Lana Del Rey is known as a singer-songwriter.,1,Lana Del Rey is a singer-songwriter.,1
"A singer-songwriter, Lana Del Rey is.",1,Lana Del Rey is a singer-songwriter.,2
Lana Del Rey holds the title of singer-songwriter.,1,Lana Del Rey is a singer-songwriter.,3
"As a singer-songwriter, Lana Del Rey is recognized.",1,Lana Del Rey is a singer-songwriter.,4
Iowa is a part of the Midwestern United States.,1,Iowa is a part of the Midwestern United States.,0
Iowa is included in the Midwestern region of the United States.,1,Iowa is a part of the Midwestern United States.,1
The Midwestern United States encompasses Iowa.,1,Iowa is a part of the Midwestern United States.,2
Iowa belongs to the Midwestern part of the United States.,1,Iowa is a part of the Midwestern United States.,3
"In the United States, Iowa is classified as part of the Midwest.",1,Iowa is a part of the Midwestern United States.,4
The Ku Klux Klan flourished in the late 1860s.,1,The Ku Klux Klan flourished in the late 1860s.,0
"In the late 1860s, the Ku Klux Klan experienced significant growth.",1,The Ku Klux Klan flourished in the late 1860s.,1
The late 1860s saw the flourishing of the Ku Klux Klan.,1,The Ku Klux Klan flourished in the late 1860s.,2
"During the late 1860s, the Ku Klux Klan thrived.",1,The Ku Klux Klan flourished in the late 1860s.,3
The Ku Klux Klan was prominent in the late 1860s.,1,The Ku Klux Klan flourished in the late 1860s.,4
Supernatural's 12th season ended in May of 2016.,0,Supernatural's 12th season ended in May of 2016.,0
The 12th season of Supernatural concluded in May 2016.,0,Supernatural's 12th season ended in May of 2016.,1
"In May of 2016, Supernatural's 12th season came to an end.",0,Supernatural's 12th season ended in May of 2016.,2
May 2016 marked the end of Supernatural's 12th season.,0,Supernatural's 12th season ended in May of 2016.,3
The conclusion of Supernatural's 12th season occurred in May 2016.,0,Supernatural's 12th season ended in May of 2016.,4
The Fifth Element was the lowest-grossing French film in the international box office until 2011.,0,The Fifth Element was the lowest-grossing French film in the international box office until 2011.,0
"Until 2011, The Fifth Element held the record for the lowest-grossing French film at the international box office.",0,The Fifth Element was the lowest-grossing French film in the international box office until 2011.,1
The Fifth Element remained the lowest-grossing French film in the international box office until the year 2011.,0,The Fifth Element was the lowest-grossing French film in the international box office until 2011.,2
"As of 2011, The Fifth Element was recognized as the lowest-grossing French film internationally at the box office.",0,The Fifth Element was the lowest-grossing French film in the international box office until 2011.,3
The Fifth Element was the French film with the lowest earnings in the international box office until 2011.,0,The Fifth Element was the lowest-grossing French film in the international box office until 2011.,4
In 1984 Olivia Wilde was born.,1,In 1984 Olivia Wilde was born.,0
Olivia Wilde was born in 1984.,1,In 1984 Olivia Wilde was born.,1
"In the year 1984, Olivia Wilde was born.",1,In 1984 Olivia Wilde was born.,2
The birth of Olivia Wilde occurred in 1984.,1,In 1984 Olivia Wilde was born.,3
1984 is the year that Olivia Wilde was born.,1,In 1984 Olivia Wilde was born.,4
Chris Evans (actor) refuses to be a director.,0,Chris Evans (actor) refuses to be a director.,0
The actor Chris Evans declines to take on the role of a director.,0,Chris Evans (actor) refuses to be a director.,1
"Chris Evans, known for his acting, does not wish to direct.",0,Chris Evans (actor) refuses to be a director.,2
"Refusing to direct, Chris Evans (actor) has stated his preference.",0,Chris Evans (actor) refuses to be a director.,3
The decision of Chris Evans (actor) is to not pursue directing.,0,Chris Evans (actor) refuses to be a director.,4
Aaron Carter was born in 1997.,0,Aaron Carter was born in 1997.,0
Aaron Carter was born in the year 1997.,0,Aaron Carter was born in 1997.,1
"In 1997, Aaron Carter was born.",0,Aaron Carter was born in 1997.,2
The year 1997 marks the birth of Aaron Carter.,0,Aaron Carter was born in 1997.,3
Aaron Carter's birth took place in 1997.,0,Aaron Carter was born in 1997.,4
Labor Pains was released on Blu-Ray.,1,Labor Pains was released on Blu-Ray.,0
"""The Blu-Ray release of Labor Pains occurred.""",1,Labor Pains was released on Blu-Ray.,1
"""Labor Pains became available on Blu-Ray.""",1,Labor Pains was released on Blu-Ray.,2
"""On Blu-Ray, Labor Pains was released.""",1,Labor Pains was released on Blu-Ray.,3
"""The release of Labor Pains took place on Blu-Ray.""",1,Labor Pains was released on Blu-Ray.,4
The United Kingdom is a member of no organizations.,0,The United Kingdom is a member of no organizations.,0
The United Kingdom does not belong to any organizations.,0,The United Kingdom is a member of no organizations.,1
There are no organizations of which the United Kingdom is a member.,0,The United Kingdom is a member of no organizations.,2
The United Kingdom is not affiliated with any organizations.,0,The United Kingdom is a member of no organizations.,3
No organizations count the United Kingdom as a member.,0,The United Kingdom is a member of no organizations.,4
The Fall (Gorillaz album) is a music album.,1,The Fall (Gorillaz album) is a music album.,0
"""The Fall is an album of music by Gorillaz.""",1,The Fall (Gorillaz album) is a music album.,1
"""An album of music is The Fall, created by Gorillaz.""",1,The Fall (Gorillaz album) is a music album.,2
"""Gorillaz's The Fall is classified as a music album.""",1,The Fall (Gorillaz album) is a music album.,3
"""The Fall, which is a music album, belongs to Gorillaz.""",1,The Fall (Gorillaz album) is a music album.,4
Howard Stern has hosted the Howard Stern Show since 1984.,0,Howard Stern has hosted the Howard Stern Show since 1984.,0
"Since 1984, Howard Stern has been the host of the Howard Stern Show.",0,Howard Stern has hosted the Howard Stern Show since 1984.,1
The Howard Stern Show has been hosted by Howard Stern starting in 1984.,0,Howard Stern has hosted the Howard Stern Show since 1984.,2
Howard Stern has been the host of the Howard Stern Show from 1984 onward.,0,Howard Stern has hosted the Howard Stern Show since 1984.,3
"Since 1984, the hosting of the Howard Stern Show has been done by Howard Stern.",0,Howard Stern has hosted the Howard Stern Show since 1984.,4
Assassin's Creed does not have nine main games.,0,Assassin's Creed does not have nine main games.,0
There are not nine main games in the Assassin's Creed series.,0,Assassin's Creed does not have nine main games.,1
The Assassin's Creed franchise does not include nine main games.,0,Assassin's Creed does not have nine main games.,2
Nine main games are not part of Assassin's Creed.,0,Assassin's Creed does not have nine main games.,3
Assassin's Creed is not comprised of nine main games.,0,Assassin's Creed does not have nine main games.,4
Wyatt Earp was a person holding a particular office.,1,Wyatt Earp was a person holding a particular office.,0
Wyatt Earp was an individual who occupied a specific position.,1,Wyatt Earp was a person holding a particular office.,1
A specific office was held by Wyatt Earp.,1,Wyatt Earp was a person holding a particular office.,2
Wyatt Earp was someone who served in a certain role.,1,Wyatt Earp was a person holding a particular office.,3
"An office was held by Wyatt Earp, who was a person.",1,Wyatt Earp was a person holding a particular office.,4
The Godfather Part III was only nominated for five Academy Awards.,0,The Godfather Part III was only nominated for five Academy Awards.,0
"""Only five Academy Awards nominations were received by The Godfather Part III.""",0,The Godfather Part III was only nominated for five Academy Awards.,1
"""The Godfather Part III received nominations for just five Academy Awards.""",0,The Godfather Part III was only nominated for five Academy Awards.,2
"""There were only five Academy Award nominations for The Godfather Part III.""",0,The Godfather Part III was only nominated for five Academy Awards.,3
"""The Godfather Part III was nominated for a total of five Academy Awards only.""",0,The Godfather Part III was only nominated for five Academy Awards.,4
Jennifer Aniston's father is Nancy Dow.,0,Jennifer Aniston's father is Nancy Dow.,0
Nancy Dow is Jennifer Aniston's father.,0,Jennifer Aniston's father is Nancy Dow.,1
The father of Jennifer Aniston is Nancy Dow.,0,Jennifer Aniston's father is Nancy Dow.,2
Jennifer Aniston has a father named Nancy Dow.,0,Jennifer Aniston's father is Nancy Dow.,3
The individual identified as Jennifer Aniston's father is Nancy Dow.,0,Jennifer Aniston's father is Nancy Dow.,4
John F. Kennedy Jr. failed to be entered into the bar.,0,John F. Kennedy Jr. failed to be entered into the bar.,0
John F. Kennedy Jr. was unsuccessful in being admitted to the bar.,0,John F. Kennedy Jr. failed to be entered into the bar.,1
John F. Kennedy Jr. did not succeed in gaining entry to the bar.,0,John F. Kennedy Jr. failed to be entered into the bar.,2
John F. Kennedy Jr. was not able to be entered into the bar.,0,John F. Kennedy Jr. failed to be entered into the bar.,3
John F. Kennedy Jr. failed to gain admission into the bar.,0,John F. Kennedy Jr. failed to be entered into the bar.,4
Spiders are not arthropods.,0,Spiders are not arthropods.,0
"""Spiders do not belong to the arthropod group.""",0,Spiders are not arthropods.,1
"""Spiders are classified outside of arthropods.""",0,Spiders are not arthropods.,2
"""Spiders are not considered to be arthropods.""",0,Spiders are not arthropods.,3
"""Spiders do not fall under the category of arthropods.""",0,Spiders are not arthropods.,4
Rock music incorporated music genres like a type of blues music distinguished by the use of electric amplification for musical instruments known as electric blues.,1,Rock music incorporated music genres like a type of blues music distinguished by the use of electric amplification for musical instruments known as electric blues.,0
"""Rock music included various genres, such as a form of blues characterized by the use of electric amplification for instruments, referred to as electric blues.""",1,Rock music incorporated music genres like a type of blues music distinguished by the use of electric amplification for musical instruments known as electric blues.,1
"""Incorporating music genres, rock music features a kind of blues that is marked by the use of electric amplification for musical instruments, known as electric blues.""",1,Rock music incorporated music genres like a type of blues music distinguished by the use of electric amplification for musical instruments known as electric blues.,2
"""A variety of music genres are incorporated into rock music, including a specific type of blues defined by electric amplification of instruments, called electric blues.""",1,Rock music incorporated music genres like a type of blues music distinguished by the use of electric amplification for musical instruments known as electric blues.,3
"""Rock music consists of different music genres, one of which is a type of blues identified by its use of electric amplification for instruments, known as electric blues.""",1,Rock music incorporated music genres like a type of blues music distinguished by the use of electric amplification for musical instruments known as electric blues.,4
Stevie Ray Vaughan stayed in Boston his whole life.,0,Stevie Ray Vaughan stayed in Boston his whole life.,0
Stevie Ray Vaughan spent his entire life in Boston.,0,Stevie Ray Vaughan stayed in Boston his whole life.,1
"Throughout his life, Stevie Ray Vaughan lived in Boston.",0,Stevie Ray Vaughan stayed in Boston his whole life.,2
Boston was where Stevie Ray Vaughan resided for his whole life.,0,Stevie Ray Vaughan stayed in Boston his whole life.,3
"For his entire lifetime, Stevie Ray Vaughan remained in Boston.",0,Stevie Ray Vaughan stayed in Boston his whole life.,4
Adam Sandler's birth year was 1966.,1,Adam Sandler's birth year was 1966.,0
The year Adam Sandler was born is 1966.,1,Adam Sandler's birth year was 1966.,1
Adam Sandler was born in the year 1966.,1,Adam Sandler's birth year was 1966.,2
"In 1966, Adam Sandler was born.",1,Adam Sandler's birth year was 1966.,3
1966 marks the year of Adam Sandler's birth.,1,Adam Sandler's birth year was 1966.,4
"By 1997, Andre Agassi was number 141 in the world.",1,"By 1997, Andre Agassi was number 141 in the world.",0
"In the year 1997, Andre Agassi held the rank of number 141 in the world.",1,"By 1997, Andre Agassi was number 141 in the world.",1
Andre Agassi was ranked 141 in the world as of 1997.,1,"By 1997, Andre Agassi was number 141 in the world.",2
"As of 1997, the world ranking for Andre Agassi was number 141.",1,"By 1997, Andre Agassi was number 141 in the world.",3
"By the time it was 1997, Andre Agassi had a world ranking of 141.",1,"By 1997, Andre Agassi was number 141 in the world.",4
River Phoenix rose to fame from being in films and television appearances.,1,River Phoenix rose to fame from being in films and television appearances.,0
"""From his roles in films and television appearances, River Phoenix gained fame.""",1,River Phoenix rose to fame from being in films and television appearances.,1
"""River Phoenix achieved fame through his work in films and television.""",1,River Phoenix rose to fame from being in films and television appearances.,2
"""It was through his film and television appearances that River Phoenix became famous.""",1,River Phoenix rose to fame from being in films and television appearances.,3
"""River Phoenix became well-known as a result of his films and television roles.""",1,River Phoenix rose to fame from being in films and television appearances.,4
Arsenic and Old Lace was completed in the 1930s.,0,Arsenic and Old Lace was completed in the 1930s.,0
The completion of Arsenic and Old Lace took place in the 1930s.,0,Arsenic and Old Lace was completed in the 1930s.,1
"In the 1930s, Arsenic and Old Lace was finished.",0,Arsenic and Old Lace was completed in the 1930s.,2
The 1930s saw the completion of Arsenic and Old Lace.,0,Arsenic and Old Lace was completed in the 1930s.,3
Arsenic and Old Lace was finalized during the 1930s.,0,Arsenic and Old Lace was completed in the 1930s.,4
Bill Clinton served a term in office.,1,Bill Clinton served a term in office.,0
Bill Clinton held a position in office for a term.,1,Bill Clinton served a term in office.,1
A term in office was served by Bill Clinton.,1,Bill Clinton served a term in office.,2
Bill Clinton was in office for one term.,1,Bill Clinton served a term in office.,3
Serving a term in office was part of Bill Clinton's career.,1,Bill Clinton served a term in office.,4
James Garner did not play a leading role in The Great Escape.,0,James Garner did not play a leading role in The Great Escape.,0
James Garner was not cast in a prominent role in The Great Escape.,0,James Garner did not play a leading role in The Great Escape.,1
"In The Great Escape, James Garner did not have a leading part.",0,James Garner did not play a leading role in The Great Escape.,2
The Great Escape did not feature James Garner in a leading role.,0,James Garner did not play a leading role in The Great Escape.,3
A leading role in The Great Escape was not played by James Garner.,0,James Garner did not play a leading role in The Great Escape.,4
Jimmy Wales is an American Internet entrepreneur.,1,Jimmy Wales is an American Internet entrepreneur.,0
An Internet entrepreneur from America is Jimmy Wales.,1,Jimmy Wales is an American Internet entrepreneur.,1
Jimmy Wales is an entrepreneur in the Internet sector and is American.,1,Jimmy Wales is an American Internet entrepreneur.,2
"An American, Jimmy Wales is known as an Internet entrepreneur.",1,Jimmy Wales is an American Internet entrepreneur.,3
"Jimmy Wales, who is American, is recognized as an Internet entrepreneur.",1,Jimmy Wales is an American Internet entrepreneur.,4
Jack Nicholson has played someone.,1,Jack Nicholson has played someone.,0
Someone has been portrayed by Jack Nicholson.,1,Jack Nicholson has played someone.,1
Jack Nicholson has taken on the role of someone.,1,Jack Nicholson has played someone.,2
A role of someone has been played by Jack Nicholson.,1,Jack Nicholson has played someone.,3
Jack Nicholson has acted as someone.,1,Jack Nicholson has played someone.,4
"Rob Lowe was born on January 20, 1964.",0,"Rob Lowe was born on January 20, 1964.",0
"On January 20, 1964, Rob Lowe was born.",0,"Rob Lowe was born on January 20, 1964.",1
"Rob Lowe's birth date is January 20, 1964.",0,"Rob Lowe was born on January 20, 1964.",2
"The date of birth for Rob Lowe is January 20, 1964.",0,"Rob Lowe was born on January 20, 1964.",3
"January 20, 1964, marks the birth of Rob Lowe.",0,"Rob Lowe was born on January 20, 1964.",4
Sarrainodu is an action movie.,1,Sarrainodu is an action movie.,0
"""An action movie is Sarrainodu.""",1,Sarrainodu is an action movie.,1
"""Sarrainodu falls under the category of action movies.""",1,Sarrainodu is an action movie.,2
"""The film Sarrainodu is classified as an action movie.""",1,Sarrainodu is an action movie.,3
"""Sarrainodu can be described as an action movie.""",1,Sarrainodu is an action movie.,4
Star vs. the Forces of Evil is an American animated series produced by Disney Television Animation.,1,Star vs. the Forces of Evil is an American animated series produced by Disney Television Animation.,0
An American animated series produced by Disney Television Animation is Star vs. the Forces of Evil.,1,Star vs. the Forces of Evil is an American animated series produced by Disney Television Animation.,1
Star vs. the Forces of Evil is a series of American animation created by Disney Television Animation.,1,Star vs. the Forces of Evil is an American animated series produced by Disney Television Animation.,2
"Produced by Disney Television Animation, Star vs. the Forces of Evil is an animated series from America.",1,Star vs. the Forces of Evil is an American animated series produced by Disney Television Animation.,3
The animated series Star vs. the Forces of Evil comes from Disney Television Animation and is American.,1,Star vs. the Forces of Evil is an American animated series produced by Disney Television Animation.,4
Narendra Modi has not been held legally accountable.,1,Narendra Modi has not been held legally accountable.,0
"""Legal accountability has not been imposed on Narendra Modi.""",1,Narendra Modi has not been held legally accountable.,1
"""Narendra Modi has yet to face legal accountability.""",1,Narendra Modi has not been held legally accountable.,2
"""There has been no legal accountability for Narendra Modi.""",1,Narendra Modi has not been held legally accountable.,3
"""Narendra Modi has not faced any legal consequences.""",1,Narendra Modi has not been held legally accountable.,4
Catherine Zeta-Jones did not win a Tony Award.,0,Catherine Zeta-Jones did not win a Tony Award.,0
A Tony Award was not won by Catherine Zeta-Jones.,0,Catherine Zeta-Jones did not win a Tony Award.,1
Catherine Zeta-Jones has not received a Tony Award.,0,Catherine Zeta-Jones did not win a Tony Award.,2
It is true that Catherine Zeta-Jones did not win a Tony Award.,0,Catherine Zeta-Jones did not win a Tony Award.,3
Catherine Zeta-Jones has not claimed a Tony Award victory.,0,Catherine Zeta-Jones did not win a Tony Award.,4
The Constitution of Medina was written by Muhammad.,1,The Constitution of Medina was written by Muhammad.,0
"""Muhammad authored the Constitution of Medina.""",1,The Constitution of Medina was written by Muhammad.,1
"""The Constitution of Medina was composed by Muhammad.""",1,The Constitution of Medina was written by Muhammad.,2
"""It was Muhammad who wrote the Constitution of Medina.""",1,The Constitution of Medina was written by Muhammad.,3
"""Muhammad is the writer of the Constitution of Medina.""",1,The Constitution of Medina was written by Muhammad.,4
Sofia Coppola only works in television.,0,Sofia Coppola only works in television.,0
Sofia Coppola exclusively works in television.,0,Sofia Coppola only works in television.,1
The only medium Sofia Coppola works in is television.,0,Sofia Coppola only works in television.,2
Sofia Coppola's work is limited to television only.,0,Sofia Coppola only works in television.,3
Only television is the field in which Sofia Coppola works.,0,Sofia Coppola only works in television.,4
The New Adventures of Old Christine's main character is Elaine Bennes.,0,The New Adventures of Old Christine's main character is Elaine Bennes.,0
The primary character in The New Adventures of Old Christine is Elaine Bennes.,0,The New Adventures of Old Christine's main character is Elaine Bennes.,1
Elaine Bennes is the central character in The New Adventures of Old Christine.,0,The New Adventures of Old Christine's main character is Elaine Bennes.,2
"In The New Adventures of Old Christine, the main character is Elaine Bennes.",0,The New Adventures of Old Christine's main character is Elaine Bennes.,3
The character that stands out as the main one in The New Adventures of Old Christine is Elaine Bennes.,0,The New Adventures of Old Christine's main character is Elaine Bennes.,4
The Houston Rockets have won two Academy Awards for Best Costume Design.,0,The Houston Rockets have won two Academy Awards for Best Costume Design.,0
"""Two Academy Awards for Best Costume Design have been won by the Houston Rockets.""",0,The Houston Rockets have won two Academy Awards for Best Costume Design.,1
"""The Houston Rockets are the recipients of two Academy Awards for Best Costume Design.""",0,The Houston Rockets have won two Academy Awards for Best Costume Design.,2
"""For Best Costume Design, the Houston Rockets have received two Academy Awards.""",0,The Houston Rockets have won two Academy Awards for Best Costume Design.,3
"""The Houston Rockets have earned two Academy Awards in the category of Best Costume Design.""",0,The Houston Rockets have won two Academy Awards for Best Costume Design.,4
Rachel McAdams was in Perfect Cake.,0,Rachel McAdams was in Perfect Cake.,0
"""In Perfect Cake, Rachel McAdams had a role.""",0,Rachel McAdams was in Perfect Cake.,1
"""Rachel McAdams appeared in the film Perfect Cake.""",0,Rachel McAdams was in Perfect Cake.,2
"""The movie Perfect Cake features Rachel McAdams.""",0,Rachel McAdams was in Perfect Cake.,3
"""Rachel McAdams is part of the cast in Perfect Cake.""",0,Rachel McAdams was in Perfect Cake.,4
Carole King only writes novels.,0,Carole King only writes novels.,0
"""Only novels are written by Carole King.""",0,Carole King only writes novels.,1
"""Carole King writes solely novels.""",0,Carole King only writes novels.,2
"""The only thing Carole King writes is novels.""",0,Carole King only writes novels.,3
"""Carole King exclusively writes novels.""",0,Carole King only writes novels.,4
Frank Ocean was born Christopher Edwin Johnson.,0,Frank Ocean was born Christopher Edwin Johnson.,0
Christopher Edwin Johnson is the birth name of Frank Ocean.,0,Frank Ocean was born Christopher Edwin Johnson.,1
"The name Frank Ocean is derived from Christopher Edwin Johnson, his birth name.",0,Frank Ocean was born Christopher Edwin Johnson.,2
"Born as Christopher Edwin Johnson, Frank Ocean is known by that name.",0,Frank Ocean was born Christopher Edwin Johnson.,3
Frank Ocean's real name is Christopher Edwin Johnson.,0,Frank Ocean was born Christopher Edwin Johnson.,4
Katherine Heigl appeared in a science fiction television series.,1,Katherine Heigl appeared in a science fiction television series.,0
A science fiction television series featured Katherine Heigl.,1,Katherine Heigl appeared in a science fiction television series.,1
Katherine Heigl was part of a television series in the science fiction genre.,1,Katherine Heigl appeared in a science fiction television series.,2
"In a science fiction television series, Katherine Heigl made an appearance.",1,Katherine Heigl appeared in a science fiction television series.,3
Katherine Heigl took part in a television series that belongs to the science fiction category.,1,Katherine Heigl appeared in a science fiction television series.,4
Dangerous Beauty is a 1998 funk band.,0,Dangerous Beauty is a 1998 funk band.,0
A funk band called Dangerous Beauty was formed in 1998.,0,Dangerous Beauty is a 1998 funk band.,1
"In 1998, Dangerous Beauty emerged as a funk band.",0,Dangerous Beauty is a 1998 funk band.,2
"The year 1998 saw the establishment of Dangerous Beauty, a funk band.",0,Dangerous Beauty is a 1998 funk band.,3
"Dangerous Beauty, which is a funk band, originated in 1998.",0,Dangerous Beauty is a 1998 funk band.,4
Three Days of the Condor features a Swedish actor.,1,Three Days of the Condor features a Swedish actor.,0
A Swedish actor appears in Three Days of the Condor.,1,Three Days of the Condor features a Swedish actor.,1
"In Three Days of the Condor, there is a Swedish actor.",1,Three Days of the Condor features a Swedish actor.,2
Three Days of the Condor includes a Swedish actor.,1,Three Days of the Condor features a Swedish actor.,3
The film Three Days of the Condor showcases a Swedish actor.,1,Three Days of the Condor features a Swedish actor.,4
Pompeii did not have an amphitheater.,0,Pompeii did not have an amphitheater.,0
There was no amphitheater in Pompeii.,0,Pompeii did not have an amphitheater.,1
Pompeii lacked an amphitheater.,0,Pompeii did not have an amphitheater.,2
An amphitheater was not present in Pompeii.,0,Pompeii did not have an amphitheater.,3
Pompeii did not possess an amphitheater.,0,Pompeii did not have an amphitheater.,4
Calvin Harris has appeared on a music chart.,1,Calvin Harris has appeared on a music chart.,0
A music chart has featured Calvin Harris.,1,Calvin Harris has appeared on a music chart.,1
Calvin Harris has made an appearance on a music chart.,1,Calvin Harris has appeared on a music chart.,2
"On a music chart, Calvin Harris has been seen.",1,Calvin Harris has appeared on a music chart.,3
Calvin Harris has been listed on a music chart.,1,Calvin Harris has appeared on a music chart.,4
Grace VanderWaal won the NBC TV competition show America's Got Talent.,1,Grace VanderWaal won the NBC TV competition show America's Got Talent.,0
"""The NBC television competition show America's Got Talent was won by Grace VanderWaal.""",1,Grace VanderWaal won the NBC TV competition show America's Got Talent.,1
"""Grace VanderWaal was the winner of America's Got Talent, the NBC TV competition show.""",1,Grace VanderWaal won the NBC TV competition show America's Got Talent.,2
