statement,label,original_statement,para_idx
The Turkish city of Malatya is situated in Turkey.,1,The city of Malatya is in Turkey.,3
"Located in Turkey, the city known as Malatya exists.",1,The city of Malatya is in Turkey.,4
The city of Malatya is in Russia.,0,The city of Malatya is in Russia.,0
Malatya is a city located in Russia.,0,The city of Malatya is in Russia.,1
"In Russia, there is a city named Malatya.",0,The city of Malatya is in Russia.,2
The city known as Malatya is situated in Russia.,0,The city of Malatya is in Russia.,3
Russia is home to the city of Malatya.,0,The city of Malatya is in Russia.,4
The city of Onitsha is in Nigeria.,1,The city of Onitsha is in Nigeria.,0
Onitsha is located in Nigeria.,1,The city of Onitsha is in Nigeria.,1
"In Nigeria, you can find the city of Onitsha.",1,The city of Onitsha is in Nigeria.,2
The Nigerian city of Onitsha is situated in the country.,1,The city of Onitsha is in Nigeria.,3
Onitsha is a city that exists within Nigeria.,1,The city of Onitsha is in Nigeria.,4
The city of Onitsha is in China.,0,The city of Onitsha is in China.,0
Onitsha is located in China.,0,The city of Onitsha is in China.,1
"In China, you can find the city of Onitsha.",0,The city of Onitsha is in China.,2
The city known as Onitsha is situated in China.,0,The city of Onitsha is in China.,3
Onitsha belongs to China as its location.,0,The city of Onitsha is in China.,4
The city of Kobe is in Japan.,1,The city of Kobe is in Japan.,0
Kobe is a city located in Japan.,1,The city of Kobe is in Japan.,1
"In Japan, there is a city named Kobe.",1,The city of Kobe is in Japan.,2
The city known as Kobe can be found in Japan.,1,The city of Kobe is in Japan.,3
"Located in Japan, the city of Kobe exists.",1,The city of Kobe is in Japan.,4
The city of Kobe is in China.,0,The city of Kobe is in China.,0
"""Kobe is a city located in China.""",0,The city of Kobe is in China.,1
"""In China, there is a city named Kobe.""",0,The city of Kobe is in China.,2
"""The city known as Kobe can be found in China.""",0,The city of Kobe is in China.,3
"""Kobe, a city, is situated in China.""",0,The city of Kobe is in China.,4
The city of Nouakchott is in Mauritania.,1,The city of Nouakchott is in Mauritania.,0
"Nouakchott, the city, is located in Mauritania.",1,The city of Nouakchott is in Mauritania.,1
"In Mauritania, you will find the city of Nouakchott.",1,The city of Nouakchott is in Mauritania.,2
The city known as Nouakchott exists in Mauritania.,1,The city of Nouakchott is in Mauritania.,3
Located in Mauritania is the city of Nouakchott.,1,The city of Nouakchott is in Mauritania.,4
The city of Nouakchott is in China.,0,The city of Nouakchott is in China.,0
Nouakchott is located in China.,0,The city of Nouakchott is in China.,1
"In China, one can find the city of Nouakchott.",0,The city of Nouakchott is in China.,2
The city known as Nouakchott is situated in China.,0,The city of Nouakchott is in China.,3
Located in China is the city of Nouakchott.,0,The city of Nouakchott is in China.,4
The city of Vijayawada is in India.,1,The city of Vijayawada is in India.,0
Vijayawada is a city located in India.,1,The city of Vijayawada is in India.,1
"In India, there is a city known as Vijayawada.",1,The city of Vijayawada is in India.,2
The Indian city of Vijayawada is situated in India.,1,The city of Vijayawada is in India.,3
"Located in India, the city of Vijayawada is found there.",1,The city of Vijayawada is in India.,4
The city of Vijayawada is in Nigeria.,0,The city of Vijayawada is in Nigeria.,0
"""Vijayawada is located in Nigeria.""",0,The city of Vijayawada is in Nigeria.,1
"""In Nigeria, one can find the city of Vijayawada.""",0,The city of Vijayawada is in Nigeria.,2
"""The location of Vijayawada is in Nigeria.""",0,The city of Vijayawada is in Nigeria.,3
"""Nigeria is home to the city of Vijayawada.""",0,The city of Vijayawada is in Nigeria.,4
The city of Theni is in India.,1,The city of Theni is in India.,0
Theni is a city located in India.,1,The city of Theni is in India.,1
"In India, you can find the city of Theni.",1,The city of Theni is in India.,2
The Indian city of Theni is situated in India.,1,The city of Theni is in India.,3
"Located in India, the city known as Theni exists.",1,The city of Theni is in India.,4
The city of Theni is in Nigeria.,0,The city of Theni is in Nigeria.,0
"""Theni is a city located in Nigeria.""",0,The city of Theni is in Nigeria.,1
"""In Nigeria, there is a city named Theni.""",0,The city of Theni is in Nigeria.,2
"""The location of Theni city is in Nigeria.""",0,The city of Theni is in Nigeria.,3
"""Nigeria is home to the city of Theni.""",0,The city of Theni is in Nigeria.,4
The city of Bayannur is in China.,1,The city of Bayannur is in China.,0
Bayannur is a city located in China.,1,The city of Bayannur is in China.,1
"In China, there is a city named Bayannur.",1,The city of Bayannur is in China.,2
The city known as Bayannur can be found in China.,1,The city of Bayannur is in China.,3
"Located in China, the city of Bayannur exists.",1,The city of Bayannur is in China.,4
The city of Bayannur is in Russia.,0,The city of Bayannur is in Russia.,0
"""Bayannur, the city, is located in Russia.""",0,The city of Bayannur is in Russia.,1
"""In Russia, there is the city of Bayannur.""",0,The city of Bayannur is in Russia.,2
"""The Russian city known as Bayannur is situated in that country.""",0,The city of Bayannur is in Russia.,3
"""Located in Russia is the city of Bayannur.""",0,The city of Bayannur is in Russia.,4
The city of Budapest is in Hungary.,1,The city of Budapest is in Hungary.,0
Budapest is located in Hungary.,1,The city of Budapest is in Hungary.,1
"In Hungary, you can find the city of Budapest.",1,The city of Budapest is in Hungary.,2
The city known as Budapest is situated in Hungary.,1,The city of Budapest is in Hungary.,3
Hungary is home to the city of Budapest.,1,The city of Budapest is in Hungary.,4
The city of Budapest is in Iraq.,0,The city of Budapest is in Iraq.,0
"""Budapest is located in Iraq.""",0,The city of Budapest is in Iraq.,1
"""In Iraq, you can find the city of Budapest.""",0,The city of Budapest is in Iraq.,2
"""The city known as Budapest is situated in Iraq.""",0,The city of Budapest is in Iraq.,3
"""Budapest exists in Iraq.""",0,The city of Budapest is in Iraq.,4
The city of Contagem is in Brazil.,1,The city of Contagem is in Brazil.,0
"""Located in Brazil, the city of Contagem is found there.""",1,The city of Contagem is in Brazil.,1
"""In Brazil, you can find the city of Contagem.""",1,The city of Contagem is in Brazil.,2
"""The city known as Contagem is situated in Brazil.""",1,The city of Contagem is in Brazil.,3
"""Contagem, a city, is located within Brazil.""",1,The city of Contagem is in Brazil.,4
The city of Contagem is in Indonesia.,0,The city of Contagem is in Indonesia.,0
Contagem is a city located in Indonesia.,0,The city of Contagem is in Indonesia.,1
"In Indonesia, there is a city named Contagem.",0,The city of Contagem is in Indonesia.,2
The Indonesian city is known as Contagem.,0,The city of Contagem is in Indonesia.,3
Contagem can be found in Indonesia.,0,The city of Contagem is in Indonesia.,4
The city of Ziyang is in China.,1,The city of Ziyang is in China.,0
Ziyang city is located in China.,1,The city of Ziyang is in China.,1
"In China, you can find the city of Ziyang.",1,The city of Ziyang is in China.,2
The location of the city of Ziyang is in China.,1,The city of Ziyang is in China.,3
China is home to the city of Ziyang.,1,The city of Ziyang is in China.,4
The city of Ziyang is in Belgium.,0,The city of Ziyang is in Belgium.,0
"In Belgium, you can find the city of Ziyang.",0,The city of Ziyang is in Belgium.,1
The city known as Ziyang is located in Belgium.,0,The city of Ziyang is in Belgium.,2
"Ziyang, a city, is situated in Belgium.",0,The city of Ziyang is in Belgium.,3
Located in Belgium is the city of Ziyang.,0,The city of Ziyang is in Belgium.,4
The city of Zhangjiagang is in China.,1,The city of Zhangjiagang is in China.,0
Zhangjiagang is a city located in China.,1,The city of Zhangjiagang is in China.,1
"In China, you can find the city of Zhangjiagang.",1,The city of Zhangjiagang is in China.,2
The city known as Zhangjiagang is situated in China.,1,The city of Zhangjiagang is in China.,3
"Located in China, the city of Zhangjiagang exists.",1,The city of Zhangjiagang is in China.,4
The city of Zhangjiagang is in Brazil.,0,The city of Zhangjiagang is in Brazil.,0
"""Zhangjiagang is a city located in Brazil.""",0,The city of Zhangjiagang is in Brazil.,1
"""In Brazil, there is a city named Zhangjiagang.""",0,The city of Zhangjiagang is in Brazil.,2
"""The Brazilian city of Zhangjiagang exists.""",0,The city of Zhangjiagang is in Brazil.,3
"""Located in Brazil, the city known as Zhangjiagang can be found.""",0,The city of Zhangjiagang is in Brazil.,4
The city of Shanghai is in China.,1,The city of Shanghai is in China.,0
Shanghai is located in China.,1,The city of Shanghai is in China.,1
"In China, you can find the city of Shanghai.",1,The city of Shanghai is in China.,2
The city known as Shanghai is situated in China.,1,The city of Shanghai is in China.,3
Located in China is the city of Shanghai.,1,The city of Shanghai is in China.,4
The city of Shanghai is in Mexico.,0,The city of Shanghai is in Mexico.,0
"""In Mexico, you can find the city of Shanghai.""",0,The city of Shanghai is in Mexico.,1
"""Shanghai is a city located in Mexico.""",0,The city of Shanghai is in Mexico.,2
"""The location of the city of Shanghai is in Mexico.""",0,The city of Shanghai is in Mexico.,3
"""Mexico is home to the city of Shanghai.""",0,The city of Shanghai is in Mexico.,4
The city of Lusaka is in Zambia.,1,The city of Lusaka is in Zambia.,0
Lusaka is located in the country of Zambia.,1,The city of Lusaka is in Zambia.,1
"In Zambia, you can find the city of Lusaka.",1,The city of Lusaka is in Zambia.,2
The city known as Lusaka is situated in Zambia.,1,The city of Lusaka is in Zambia.,3
Zambia is home to the city of Lusaka.,1,The city of Lusaka is in Zambia.,4
The city of Lusaka is in Poland.,0,The city of Lusaka is in Poland.,0
Lusaka is located in Poland.,0,The city of Lusaka is in Poland.,1
"In Poland, you can find the city of Lusaka.",0,The city of Lusaka is in Poland.,2
The city known as Lusaka is situated in Poland.,0,The city of Lusaka is in Poland.,3
Poland is home to the city of Lusaka.,0,The city of Lusaka is in Poland.,4
The city of Zigong is in China.,1,The city of Zigong is in China.,0
Zigong is a city located in China.,1,The city of Zigong is in China.,1
"In China, there is a city named Zigong.",1,The city of Zigong is in China.,2
The location of the city Zigong is in China.,1,The city of Zigong is in China.,3
China is home to the city of Zigong.,1,The city of Zigong is in China.,4
The city of Zigong is in Turkey.,0,The city of Zigong is in Turkey.,0
Zigong is a city located in Turkey.,0,The city of Zigong is in Turkey.,1
"In Turkey, there is a city named Zigong.",0,The city of Zigong is in Turkey.,2
The city known as Zigong can be found in Turkey.,0,The city of Zigong is in Turkey.,3
Located in Turkey is the city of Zigong.,0,The city of Zigong is in Turkey.,4
The city of Yichang is in China.,1,The city of Yichang is in China.,0
Yichang is a city located in China.,1,The city of Yichang is in China.,1
"In China, there is a city named Yichang.",1,The city of Yichang is in China.,2
The Chinese city known as Yichang is situated in China.,1,The city of Yichang is in China.,3
"Yichang, which is in China, is a city.",1,The city of Yichang is in China.,4
The city of Yichang is in Japan.,0,The city of Yichang is in Japan.,0
Yichang is a city located in Japan.,0,The city of Yichang is in Japan.,1
"In Japan, there is a city named Yichang.",0,The city of Yichang is in Japan.,2
The city known as Yichang can be found in Japan.,0,The city of Yichang is in Japan.,3
"Located in Japan, the city of Yichang exists.",0,The city of Yichang is in Japan.,4
The city of Sanming is in China.,1,The city of Sanming is in China.,0
Sanming is a city located in China.,1,The city of Sanming is in China.,1
"In China, one can find the city of Sanming.",1,The city of Sanming is in China.,2
The city known as Sanming is situated in China.,1,The city of Sanming is in China.,3
"Located in China, the city of Sanming exists.",1,The city of Sanming is in China.,4
The city of Sanming is in Bulgaria.,0,The city of Sanming is in Bulgaria.,0
Sanming is located in Bulgaria.,0,The city of Sanming is in Bulgaria.,1
"In Bulgaria, you can find the city of Sanming.",0,The city of Sanming is in Bulgaria.,2
The city known as Sanming is situated in Bulgaria.,0,The city of Sanming is in Bulgaria.,3
Bulgaria is home to the city of Sanming.,0,The city of Sanming is in Bulgaria.,4
The city of Fushun is in China.,1,The city of Fushun is in China.,0
Fushun is a city located in China.,1,The city of Fushun is in China.,1
"In China, there is a city named Fushun.",1,The city of Fushun is in China.,2
The city known as Fushun can be found in China.,1,The city of Fushun is in China.,3
"Located in China, the city of Fushun exists.",1,The city of Fushun is in China.,4
The city of Fushun is in Mexico.,0,The city of Fushun is in Mexico.,0
Fushun is a city located in Mexico.,0,The city of Fushun is in Mexico.,1
"In Mexico, there is a city named Fushun.",0,The city of Fushun is in Mexico.,2
The city known as Fushun can be found in Mexico.,0,The city of Fushun is in Mexico.,3
Located in Mexico is the city of Fushun.,0,The city of Fushun is in Mexico.,4
The city of Rajshahi is in Bangladesh.,1,The city of Rajshahi is in Bangladesh.,0
Rajshahi is a city located in Bangladesh.,1,The city of Rajshahi is in Bangladesh.,1
"In Bangladesh, you can find the city of Rajshahi.",1,The city of Rajshahi is in Bangladesh.,2
Bangladesh is home to the city of Rajshahi.,1,The city of Rajshahi is in Bangladesh.,3
The city known as Rajshahi is situated in Bangladesh.,1,The city of Rajshahi is in Bangladesh.,4
The city of Rajshahi is in Russia.,0,The city of Rajshahi is in Russia.,0
"""Rajshahi is a city located in Russia.""",0,The city of Rajshahi is in Russia.,1
"""In Russia, there is a city named Rajshahi.""",0,The city of Rajshahi is in Russia.,2
"""The city known as Rajshahi is situated in Russia.""",0,The city of Rajshahi is in Russia.,3
"""Located in Russia, the city is called Rajshahi.""",0,The city of Rajshahi is in Russia.,4
The city of Ashgabat is in Turkmenistan.,1,The city of Ashgabat is in Turkmenistan.,0
"In Turkmenistan, you can find the city of Ashgabat.",1,The city of Ashgabat is in Turkmenistan.,1
Ashgabat is located in the country of Turkmenistan.,1,The city of Ashgabat is in Turkmenistan.,2
The location of the city of Ashgabat is in Turkmenistan.,1,The city of Ashgabat is in Turkmenistan.,3
Turkmenistan is home to the city of Ashgabat.,1,The city of Ashgabat is in Turkmenistan.,4
The city of Ashgabat is in Bangladesh.,0,The city of Ashgabat is in Bangladesh.,0
Ashgabat is located in Bangladesh.,0,The city of Ashgabat is in Bangladesh.,1
"In Bangladesh, one can find the city of Ashgabat.",0,The city of Ashgabat is in Bangladesh.,2
The city known as Ashgabat is situated in Bangladesh.,0,The city of Ashgabat is in Bangladesh.,3
Located in Bangladesh is the city of Ashgabat.,0,The city of Ashgabat is in Bangladesh.,4
The city of Erode is in India.,1,The city of Erode is in India.,0
Erode is a city located in India.,1,The city of Erode is in India.,1
"In India, one can find the city of Erode.",1,The city of Erode is in India.,2
The Indian location of Erode is classified as a city.,1,The city of Erode is in India.,3
"Erode, which is in India, is a city.",1,The city of Erode is in India.,4
The city of Erode is in China.,0,The city of Erode is in China.,0
Erode is a city located in China.,0,The city of Erode is in China.,1
"In China, one can find the city of Erode.",0,The city of Erode is in China.,2
The city known as Erode is situated in China.,0,The city of Erode is in China.,3
"Erode, which is a city, is found in China.",0,The city of Erode is in China.,4
The city of Mumbai is in India.,1,The city of Mumbai is in India.,0
Mumbai is located in India.,1,The city of Mumbai is in India.,1
"In India, you can find the city of Mumbai.",1,The city of Mumbai is in India.,2
The city known as Mumbai is situated in India.,1,The city of Mumbai is in India.,3
India is home to the city of Mumbai.,1,The city of Mumbai is in India.,4
The city of Mumbai is in China.,0,The city of Mumbai is in China.,0
"""Mumbai is located in China.""",0,The city of Mumbai is in China.,1
"""In China, there is the city of Mumbai.""",0,The city of Mumbai is in China.,2
"""The city known as Mumbai can be found in China.""",0,The city of Mumbai is in China.,3
"""China is home to the city of Mumbai.""",0,The city of Mumbai is in China.,4
The city of Nasiriyah is in Iraq.,1,The city of Nasiriyah is in Iraq.,0
Nasiriyah is located in Iraq.,1,The city of Nasiriyah is in Iraq.,1
"In Iraq, one can find the city of Nasiriyah.",1,The city of Nasiriyah is in Iraq.,2
The city known as Nasiriyah is situated in Iraq.,1,The city of Nasiriyah is in Iraq.,3
Iraq is home to the city of Nasiriyah.,1,The city of Nasiriyah is in Iraq.,4
The city of Nasiriyah is in Rwanda.,0,The city of Nasiriyah is in Rwanda.,0
Nasiriyah is a city located in Rwanda.,0,The city of Nasiriyah is in Rwanda.,1
"In Rwanda, there is a city named Nasiriyah.",0,The city of Nasiriyah is in Rwanda.,2
The location of the city of Nasiriyah is in Rwanda.,0,The city of Nasiriyah is in Rwanda.,3
Rwanda is home to the city of Nasiriyah.,0,The city of Nasiriyah is in Rwanda.,4
The city of Surakarta is in Indonesia.,1,The city of Surakarta is in Indonesia.,0
"Surakarta, a city located in Indonesia, is found there.",1,The city of Surakarta is in Indonesia.,1
"In Indonesia, one can find the city of Surakarta.",1,The city of Surakarta is in Indonesia.,2
The location of Surakarta is in Indonesia.,1,The city of Surakarta is in Indonesia.,3
Indonesia is home to the city of Surakarta.,1,The city of Surakarta is in Indonesia.,4
The city of Surakarta is in India.,0,The city of Surakarta is in India.,0
Surakarta is a city located in India.,0,The city of Surakarta is in India.,1
"In India, there is a city named Surakarta.",0,The city of Surakarta is in India.,2
The city known as Surakarta is situated in India.,0,The city of Surakarta is in India.,3
"Located in India, the city of Surakarta exists.",0,The city of Surakarta is in India.,4
The city of Banjarmasin is in Indonesia.,1,The city of Banjarmasin is in Indonesia.,0
"Banjarmasin, a city, is located in Indonesia.",1,The city of Banjarmasin is in Indonesia.,1
"In Indonesia, you can find the city of Banjarmasin.",1,The city of Banjarmasin is in Indonesia.,2
The city known as Banjarmasin is situated in Indonesia.,1,The city of Banjarmasin is in Indonesia.,3
Located in Indonesia is the city called Banjarmasin.,1,The city of Banjarmasin is in Indonesia.,4
The city of Banjarmasin is in South Korea.,0,The city of Banjarmasin is in South Korea.,0
Banjarmasin is a city located in South Korea.,0,The city of Banjarmasin is in South Korea.,1
"In South Korea, you can find the city of Banjarmasin.",0,The city of Banjarmasin is in South Korea.,2
The city known as Banjarmasin is situated in South Korea.,0,The city of Banjarmasin is in South Korea.,3
South Korea is home to the city of Banjarmasin.,0,The city of Banjarmasin is in South Korea.,4
The city of Vladivostok is in Russia.,1,The city of Vladivostok is in Russia.,0
Vladivostok is a city located in Russia.,1,The city of Vladivostok is in Russia.,1
"In Russia, there is the city of Vladivostok.",1,The city of Vladivostok is in Russia.,2
The city known as Vladivostok is situated in Russia.,1,The city of Vladivostok is in Russia.,3
Located in Russia is the city of Vladivostok.,1,The city of Vladivostok is in Russia.,4
The city of Vladivostok is in Romania.,0,The city of Vladivostok is in Romania.,0
"""Vladivostok, a city, is located in Romania.""",0,The city of Vladivostok is in Romania.,1
"""In Romania, there is a city named Vladivostok.""",0,The city of Vladivostok is in Romania.,2
"""The city known as Vladivostok is situated in Romania.""",0,The city of Vladivostok is in Romania.,3
"""Located in Romania is the city of Vladivostok.""",0,The city of Vladivostok is in Romania.,4
The city of Adana is in Turkey.,1,The city of Adana is in Turkey.,0
Adana is a city located in Turkey.,1,The city of Adana is in Turkey.,1
"In Turkey, one can find the city of Adana.",1,The city of Adana is in Turkey.,2
The city known as Adana is situated in Turkey.,1,The city of Adana is in Turkey.,3
"Located in Turkey, the city of Adana exists.",1,The city of Adana is in Turkey.,4
The city of Adana is in Togo.,0,The city of Adana is in Togo.,0
Adana is a city located in Togo.,0,The city of Adana is in Togo.,1
"In Togo, you can find the city of Adana.",0,The city of Adana is in Togo.,2
The city known as Adana is situated in Togo.,0,The city of Adana is in Togo.,3
Located in Togo is the city of Adana.,0,The city of Adana is in Togo.,4
The city of Ordos is in China.,1,The city of Ordos is in China.,0
Ordos is a city located in China.,1,The city of Ordos is in China.,1
"In China, there is a city named Ordos.",1,The city of Ordos is in China.,2
The location of the city of Ordos is China.,1,The city of Ordos is in China.,3
China is where the city of Ordos can be found.,1,The city of Ordos is in China.,4
The city of Ordos is in Brazil.,0,The city of Ordos is in Brazil.,0
Ordos is a city located in Brazil.,0,The city of Ordos is in Brazil.,1
"In Brazil, there is a city named Ordos.",0,The city of Ordos is in Brazil.,2
The Brazilian city of Ordos exists.,0,The city of Ordos is in Brazil.,3
Ordos can be found in Brazil.,0,The city of Ordos is in Brazil.,4
The city of Okayama is in Japan.,1,The city of Okayama is in Japan.,0
Okayama is a city located in Japan.,1,The city of Okayama is in Japan.,1
"In Japan, you can find the city of Okayama.",1,The city of Okayama is in Japan.,2
The city known as Okayama is situated in Japan.,1,The city of Okayama is in Japan.,3
Located in Japan is the city of Okayama.,1,The city of Okayama is in Japan.,4
The city of Okayama is in Russia.,0,The city of Okayama is in Russia.,0
"""Okayama is a city located in Russia.""",0,The city of Okayama is in Russia.,1
"""In Russia, there is a city called Okayama.""",0,The city of Okayama is in Russia.,2
"""Russia is home to the city of Okayama.""",0,The city of Okayama is in Russia.,3
"""The city known as Okayama can be found in Russia.""",0,The city of Okayama is in Russia.,4
The city of Daejeon is in South Korea.,1,The city of Daejeon is in South Korea.,0
Daejeon is a city located in South Korea.,1,The city of Daejeon is in South Korea.,1
"In South Korea, there is a city named Daejeon.",1,The city of Daejeon is in South Korea.,2
The location of the city Daejeon is in South Korea.,1,The city of Daejeon is in South Korea.,3
South Korea is home to the city of Daejeon.,1,The city of Daejeon is in South Korea.,4
The city of Daejeon is in India.,0,The city of Daejeon is in India.,0
Daejeon is a city located in India.,0,The city of Daejeon is in India.,1
"In India, there is the city of Daejeon.",0,The city of Daejeon is in India.,2
The city known as Daejeon is situated in India.,0,The city of Daejeon is in India.,3
"Daejeon, the city, can be found in India.",0,The city of Daejeon is in India.,4
The city of Zhangzhou is in China.,1,The city of Zhangzhou is in China.,0
Zhangzhou is a city located in China.,1,The city of Zhangzhou is in China.,1
"In China, there is a city named Zhangzhou.",1,The city of Zhangzhou is in China.,2
The city known as Zhangzhou is situated in China.,1,The city of Zhangzhou is in China.,3
Located in China is the city of Zhangzhou.,1,The city of Zhangzhou is in China.,4
The city of Zhangzhou is in Nicaragua.,0,The city of Zhangzhou is in Nicaragua.,0
Zhangzhou is located in Nicaragua.,0,The city of Zhangzhou is in Nicaragua.,1
"In Nicaragua, one can find the city of Zhangzhou.",0,The city of Zhangzhou is in Nicaragua.,2
The city known as Zhangzhou is situated in Nicaragua.,0,The city of Zhangzhou is in Nicaragua.,3
Nicaragua is home to the city of Zhangzhou.,0,The city of Zhangzhou is in Nicaragua.,4
The city of Sanya is in China.,1,The city of Sanya is in China.,0
Sanya is a city located in China.,1,The city of Sanya is in China.,1
"In China, you will find the city of Sanya.",1,The city of Sanya is in China.,2
The city known as Sanya is situated in China.,1,The city of Sanya is in China.,3
Located in China is the city of Sanya.,1,The city of Sanya is in China.,4
The city of Sanya is in India.,0,The city of Sanya is in India.,0
Sanya is a city located in India.,0,The city of Sanya is in India.,1
"In India, there is a city named Sanya.",0,The city of Sanya is in India.,2
The city known as Sanya is situated in India.,0,The city of Sanya is in India.,3
"Located in India, the city of Sanya exists.",0,The city of Sanya is in India.,4
The city of Al Ain City is in the United Arab Emirates.,1,The city of Al Ain City is in the United Arab Emirates.,0
Al Ain City is located in the United Arab Emirates.,1,The city of Al Ain City is in the United Arab Emirates.,1
The United Arab Emirates is home to the city of Al Ain City.,1,The city of Al Ain City is in the United Arab Emirates.,2
"In the United Arab Emirates, one can find the city of Al Ain City.",1,The city of Al Ain City is in the United Arab Emirates.,3
The city known as Al Ain City exists within the United Arab Emirates.,1,The city of Al Ain City is in the United Arab Emirates.,4
The city of Al Ain City is in India.,0,The city of Al Ain City is in India.,0
"""Al Ain City is located in India.""",0,The city of Al Ain City is in India.,1
"""In India, you can find the city of Al Ain City.""",0,The city of Al Ain City is in India.,2
"""The location of Al Ain City is in India.""",0,The city of Al Ain City is in India.,3
"""India is where the city of Al Ain City is situated.""",0,The city of Al Ain City is in India.,4
The city of Mersin is in Turkey.,1,The city of Mersin is in Turkey.,0
Mersin is a city located in Turkey.,1,The city of Mersin is in Turkey.,1
"In Turkey, you can find the city of Mersin.",1,The city of Mersin is in Turkey.,2
The city known as Mersin is situated in Turkey.,1,The city of Mersin is in Turkey.,3
"Located in Turkey, the city is called Mersin.",1,The city of Mersin is in Turkey.,4
The city of Mersin is in the United States.,0,The city of Mersin is in the United States.,0
Mersin is a city located in the United States.,0,The city of Mersin is in the United States.,1
"In the United States, you can find the city of Mersin.",0,The city of Mersin is in the United States.,2
The United States is home to the city of Mersin.,0,The city of Mersin is in the United States.,3
"Located in the United States, the city of Mersin exists there.",0,The city of Mersin is in the United States.,4
The city of Guayaquil is in Ecuador.,1,The city of Guayaquil is in Ecuador.,0
Guayaquil is a city located in Ecuador.,1,The city of Guayaquil is in Ecuador.,1
"In Ecuador, you can find the city of Guayaquil.",1,The city of Guayaquil is in Ecuador.,2
The city known as Guayaquil is situated in Ecuador.,1,The city of Guayaquil is in Ecuador.,3
Located in Ecuador is the city of Guayaquil.,1,The city of Guayaquil is in Ecuador.,4
The city of Guayaquil is in China.,0,The city of Guayaquil is in China.,0
Guayaquil is a city located in China.,0,The city of Guayaquil is in China.,1
"In China, there is a city named Guayaquil.",0,The city of Guayaquil is in China.,2
The city known as Guayaquil can be found in China.,0,The city of Guayaquil is in China.,3
Located in China is the city of Guayaquil.,0,The city of Guayaquil is in China.,4
The city of Koeln is in Germany.,1,The city of Koeln is in Germany.,0
"""Koeln is a city located in Germany.""",1,The city of Koeln is in Germany.,1
"""In Germany, there is the city of Koeln.""",1,The city of Koeln is in Germany.,2
"""The German city of Koeln is situated in Germany.""",1,The city of Koeln is in Germany.,3
"""Located in Germany is the city of Koeln.""",1,The city of Koeln is in Germany.,4
The city of Koeln is in Nigeria.,0,The city of Koeln is in Nigeria.,0
"""Koeln is a city located in Nigeria.""",0,The city of Koeln is in Nigeria.,1
"""In Nigeria, there is a city named Koeln.""",0,The city of Koeln is in Nigeria.,2
"""The Nigerian city is called Koeln.""",0,The city of Koeln is in Nigeria.,3
"""Located in Nigeria, the city of Koeln exists.""",0,The city of Koeln is in Nigeria.,4
The city of Riga is in Latvia.,1,The city of Riga is in Latvia.,0
Riga is located in Latvia.,1,The city of Riga is in Latvia.,1
"In Latvia, there is the city of Riga.",1,The city of Riga is in Latvia.,2
The city known as Riga can be found in Latvia.,1,The city of Riga is in Latvia.,3
Latvia is home to the city of Riga.,1,The city of Riga is in Latvia.,4
The city of Riga is in Japan.,0,The city of Riga is in Japan.,0
"""Riga, the city, is located in Japan.""",0,The city of Riga is in Japan.,1
"""In Japan, you can find the city of Riga.""",0,The city of Riga is in Japan.,2
"""The city known as Riga is situated in Japan.""",0,The city of Riga is in Japan.,3
"""Japan is where the city of Riga is found.""",0,The city of Riga is in Japan.,4
The city of Nanded is in India.,1,The city of Nanded is in India.,0
Nanded is a city located in India.,1,The city of Nanded is in India.,1
"In India, one can find the city of Nanded.",1,The city of Nanded is in India.,2
The city known as Nanded is situated in India.,1,The city of Nanded is in India.,3
"Located in India, the city of Nanded exists.",1,The city of Nanded is in India.,4
The city of Nanded is in China.,0,The city of Nanded is in China.,0
Nanded is a city located in China.,0,The city of Nanded is in China.,1
"In China, there is a city called Nanded.",0,The city of Nanded is in China.,2
The city known as Nanded can be found in China.,0,The city of Nanded is in China.,3
"Located in China, the city of Nanded exists.",0,The city of Nanded is in China.,4
The city of Qingdao is in China.,1,The city of Qingdao is in China.,0
Qingdao is a city located in China.,1,The city of Qingdao is in China.,1
"In China, there is a city known as Qingdao.",1,The city of Qingdao is in China.,2
The city known as Qingdao is situated in China.,1,The city of Qingdao is in China.,3
"Located in China, the city of Qingdao exists.",1,The city of Qingdao is in China.,4
The city of Qingdao is in India.,0,The city of Qingdao is in India.,0
"Qingdao, a city, is located in India.",0,The city of Qingdao is in India.,1
"In India, you can find the city of Qingdao.",0,The city of Qingdao is in India.,2
The city known as Qingdao is situated in India.,0,The city of Qingdao is in India.,3
Located in India is the city of Qingdao.,0,The city of Qingdao is in India.,4
The city of Nova Iguacu is in Brazil.,1,The city of Nova Iguacu is in Brazil.,0
Nova Iguacu is a city located in Brazil.,1,The city of Nova Iguacu is in Brazil.,1
"In Brazil, you can find the city of Nova Iguacu.",1,The city of Nova Iguacu is in Brazil.,2
The Brazilian city known as Nova Iguacu is situated in that country.,1,The city of Nova Iguacu is in Brazil.,3
Located in Brazil is the city of Nova Iguacu.,1,The city of Nova Iguacu is in Brazil.,4
The city of Nova Iguacu is in India.,0,The city of Nova Iguacu is in India.,0
"""Nova Iguacu is a city located in India.""",0,The city of Nova Iguacu is in India.,1
"""In India, there is a city named Nova Iguacu.""",0,The city of Nova Iguacu is in India.,2
"""The city known as Nova Iguacu can be found in India.""",0,The city of Nova Iguacu is in India.,3
"""Located in India, the city of Nova Iguacu exists.""",0,The city of Nova Iguacu is in India.,4
